qid,video,question,type_code,relation_from_type,relation_from_lexical,relation_final,relation_disagreement,extraction_status,anchor_clause,target_entity,query_roles,query_texts,seed_texts,fallback_reason,n_text_embeddings,n_seed_queries,subject_prepended,head_form,v2_fallback_reason,v2_texts,sample_reason,human_label_anchor_ok,human_label_relation_ok,human_notes
2,2793806282,what gesture did the lady in blue made for the dog to catch the blue toy,TC,DURING,,DURING,0,no_structure,,,"[""original""]","[""what gesture did the lady in blue made for the dog to catch the blue toy""]","[""what gesture did the lady in blue made for the dog to catch the blue toy""]",no_anchor_event,1,1,0,unmatched,no_clause_pattern_matched,"[""a video frame showing what gesture did the lady in blue made for the dog to catch the blue toy"", ""what gesture did the lady in blue made for the dog to catch the blue toy""]",parser_failure,,,
6,3376544720,what activity is happening,TC,DURING,,DURING,0,no_structure,,,"[""original""]","[""what activity is happening""]","[""what activity is happening""]",no_anchor_event,1,1,0,unmatched,no_clause_pattern_matched,"[""a video frame showing what activity is happening"", ""what activity is happening""]",parser_failure,,,
8,2717347132,what is the baby doing in this video,TC,DURING,,DURING,0,entity_only,,the baby,"[""original"", ""target_entity""]","[""what is the baby doing in this video"", ""a video frame showing the baby""]","[""what is the baby doing in this video""]",,2,1,0,what_doing,no_clause_pattern_matched,"[""a video frame showing what is the baby doing"", ""what is the baby doing in this video""]",parser_failure,,,
4,3526597179,what is the lady in white doing at the end of the video,TC,DURING,,DURING,0,entity_only,,the lady in white,"[""original"", ""target_entity""]","[""what is the lady in white doing at the end of the video"", ""a video frame showing the lady in white""]","[""what is the lady in white doing at the end of the video""]",,2,1,0,what_doing,no_clause_pattern_matched,"[""a video frame showing what is the lady in white doing at the end of the video"", ""what is the lady in white doing at the end of the video""]",parser_failure,,,
2,7492398760,why did the lady in purple swing the boy too after some time,CW,CAUSE,AFTER,CAUSE,1,clause_extracted,the lady in purple swing the boy too,,"[""original"", ""anchor_primary""]","[""why did the lady in purple swing the boy too after some time"", ""a video frame showing the lady in purple swing the boy too""]","[""why did the lady in purple swing the boy too after some time"", ""a video frame showing the lady in purple swing the boy too""]",,2,2,0,why_head,,"[""a video frame showing the lady in purple swing the boy too after some time""]",type_lexical_disagreement,,,
5,8188651630,how does the person move higher feet when the cat grabs hold of it towards the end,CH,MANNER,DURING,MANNER,1,clause_extracted,the person move higher feet,,"[""original"", ""anchor_primary""]","[""how does the person move higher feet when the cat grabs hold of it towards the end"", ""a video frame showing the person move higher feet""]","[""how does the person move higher feet when the cat grabs hold of it towards the end"", ""a video frame showing the person move higher feet""]",,2,2,0,how_head,,"[""a video frame showing the person move higher feet when the cat grabs hold of it towards the end""]",type_lexical_disagreement,,,
1,4006608424,how is the boy being held while the man is on the swing,CH,MANNER,DURING,MANNER,1,clause_extracted,the boy being held,,"[""original"", ""anchor_primary""]","[""how is the boy being held while the man is on the swing"", ""a video frame showing the boy being held""]","[""how is the boy being held while the man is on the swing"", ""a video frame showing the boy being held""]",,2,2,0,how_head,no_clause_pattern_matched,"[""a video frame showing how is the boy being held while the man is on the swing"", ""how is the boy being held while the man is on the swing""]",type_lexical_disagreement,,,
3,5116088152,why did the baby grab the banana after the adult point to it,CW,CAUSE,AFTER,CAUSE,1,clause_extracted,the baby grab the banana,,"[""original"", ""anchor_primary""]","[""why did the baby grab the banana after the adult point to it"", ""a video frame showing the baby grab the banana""]","[""why did the baby grab the banana after the adult point to it"", ""a video frame showing the baby grab the banana""]",,2,2,0,why_head,,"[""a video frame showing the baby grab the banana after the adult point to it""]",type_lexical_disagreement,,,
5,5679866364,why was the man in yellow looking back at the group while they were crossing the water,CW,CAUSE,DURING,CAUSE,1,clause_extracted,the man in yellow looking back at the group,,"[""original"", ""anchor_primary""]","[""why was the man in yellow looking back at the group while they were crossing the water"", ""a video frame showing the man in yellow looking back at the group""]","[""why was the man in yellow looking back at the group while they were crossing the water"", ""a video frame showing the man in yellow looking back at the group""]",,2,2,0,why_head,no_clause_pattern_matched,"[""a video frame showing why was the man in yellow looking back at the group while they were crossing the water"", ""why was the man in yellow looking back at the group while they were crossing the water""]",type_lexical_disagreement,,,
1,3206694342,what does the boy on the right in front do when the others stood up again after the middle,TN,AFTER,DURING,AFTER,1,clause_extracted,the others stood up again after the middle,the boy on the right in front,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the boy on the right in front do when the others stood up again after the middle"", ""a video frame showing the others stood up again after the middle"", ""a video frame showing the boy on the right in front""]","[""what does the boy on the right in front do when the others stood up again after the middle"", ""a video frame showing the others stood up again after the middle""]",,3,2,0,what_do,,"[""a video frame showing the others stood up again after the middle"", ""a video frame showing boy on the right in front near the others stood up again after the middle""]",type_lexical_disagreement,,,
5,4984331176,why did the student in yellow go after the lady in black singlet,CW,CAUSE,AFTER,CAUSE,1,clause_extracted,the student in yellow go,,"[""original"", ""anchor_primary""]","[""why did the student in yellow go after the lady in black singlet"", ""a video frame showing the student in yellow go""]","[""why did the student in yellow go after the lady in black singlet"", ""a video frame showing the student in yellow go""]",,2,2,0,why_head,,"[""a video frame showing the student in yellow go after the lady in black singlet""]",type_lexical_disagreement,,,
6,14003541505,why did the girl in pink move away after touching the baby s chin,CW,CAUSE,AFTER,CAUSE,1,clause_extracted,the girl in pink move away,,"[""original"", ""anchor_primary""]","[""why did the girl in pink move away after touching the baby's chin"", ""a video frame showing the girl in pink move away""]","[""why did the girl in pink move away after touching the baby's chin"", ""a video frame showing the girl in pink move away""]",,2,2,0,why_head,,"[""a video frame showing the girl in pink move away after touching the baby's chin""]",type_lexical_disagreement,,,
5,13919236672,why did the girl continue looking down while holding the blue toy at the end of the video,CW,CAUSE,DURING,CAUSE,1,clause_extracted,the girl continue looking down,,"[""original"", ""anchor_primary""]","[""why did the girl continue looking down while holding the blue toy at the end of the video"", ""a video frame showing the girl continue looking down""]","[""why did the girl continue looking down while holding the blue toy at the end of the video"", ""a video frame showing the girl continue looking down""]",,2,2,0,why_head,,"[""a video frame showing the girl continue looking down while holding the blue toy at the end of the video""]",type_lexical_disagreement,,,
1,8513603944,why did the child in blue helmet turn his head back while sliding,CW,CAUSE,DURING,CAUSE,1,clause_extracted,the child in blue helmet turn his head back,,"[""original"", ""anchor_primary""]","[""why did the child in blue helmet turn his head back while sliding"", ""a video frame showing the child in blue helmet turn his head back""]","[""why did the child in blue helmet turn his head back while sliding"", ""a video frame showing the child in blue helmet turn his head back""]",,2,2,0,why_head,,"[""a video frame showing the child in blue helmet turn his head back while sliding""]",type_lexical_disagreement,,,
3,4882821564,why did the boy return to the christmas tree after unwrapping one present,CW,CAUSE,AFTER,CAUSE,1,clause_extracted,the boy return to the christmas tree,,"[""original"", ""anchor_primary""]","[""why did the boy return to the christmas tree after unwrapping one present"", ""a video frame showing the boy return to the christmas tree""]","[""why did the boy return to the christmas tree after unwrapping one present"", ""a video frame showing the boy return to the christmas tree""]",,2,2,0,why_head,,"[""a video frame showing the boy return to the christmas tree after unwrapping one present""]",type_lexical_disagreement,,,
2,8224492254,why did the adult move her finger to the baby while holding his hands,CW,CAUSE,DURING,CAUSE,1,clause_extracted,the adult move her finger to the baby,,"[""original"", ""anchor_primary""]","[""why did the adult move her finger to the baby while holding his hands"", ""a video frame showing the adult move her finger to the baby""]","[""why did the adult move her finger to the baby while holding his hands"", ""a video frame showing the adult move her finger to the baby""]",,2,2,0,why_head,,"[""a video frame showing the adult move her finger to the baby while holding his hands""]",type_lexical_disagreement,,,
3,2973331780,why did the lady in black hold one hands up after singing for a while,CW,CAUSE,AFTER,CAUSE,1,clause_extracted,the lady in black hold one hands up,,"[""original"", ""anchor_primary""]","[""why did the lady in black hold one hands up after singing for a while"", ""a video frame showing the lady in black hold one hands up""]","[""why did the lady in black hold one hands up after singing for a while"", ""a video frame showing the lady in black hold one hands up""]",,2,2,0,why_head,,"[""a video frame showing the lady in black hold one hands up after singing for a while""]",type_lexical_disagreement,,,
1,2809330695,why did the baby look like he is almost going to cry when he tries to turn his body over,CW,CAUSE,DURING,CAUSE,1,clause_extracted,the baby look like he is almost going to cry,,"[""original"", ""anchor_primary""]","[""why did the baby look like he is almost going to cry when he tries to turn his body over"", ""a video frame showing the baby look like he is almost going to cry""]","[""why did the baby look like he is almost going to cry when he tries to turn his body over"", ""a video frame showing the baby look like he is almost going to cry""]",,2,2,0,why_head,,"[""a video frame showing the baby look like he is almost going to cry when he tries to turn his body over""]",type_lexical_disagreement,,,
8,8557532213,why did the boy in yellow look at the boy in blue before the boy in blue kicked the ball,CW,CAUSE,BEFORE,CAUSE,1,clause_extracted,the boy in yellow look at the boy in blue,,"[""original"", ""anchor_primary""]","[""why did the boy in yellow look at the boy in blue before the boy in blue kicked the ball"", ""a video frame showing the boy in yellow look at the boy in blue""]","[""why did the boy in yellow look at the boy in blue before the boy in blue kicked the ball"", ""a video frame showing the boy in yellow look at the boy in blue""]",,2,2,0,why_head,,"[""a video frame showing the boy in yellow look at the boy in blue before the boy in blue kicked the ball""]",type_lexical_disagreement,,,
0,3192668394,why did the man in black sweater hold up a cup of water while talking to friends,CW,CAUSE,DURING,CAUSE,1,clause_extracted,the man in black sweater hold up a cup of water,,"[""original"", ""anchor_primary""]","[""why did the man in black sweater hold up a cup of water while talking to friends"", ""a video frame showing the man in black sweater hold up a cup of water""]","[""why did the man in black sweater hold up a cup of water while talking to friends"", ""a video frame showing the man in black sweater hold up a cup of water""]",,2,2,0,why_head,,"[""a video frame showing the man in black sweater hold up a cup of water while talking to friends""]",type_lexical_disagreement,,,
0,6642268693,why did the dog leave the toy after a while at the start,CW,CAUSE,AFTER,CAUSE,1,clause_extracted,the dog leave the toy,,"[""original"", ""anchor_primary""]","[""why did the dog leave the toy after a while at the start"", ""a video frame showing the dog leave the toy""]","[""why did the dog leave the toy after a while at the start"", ""a video frame showing the dog leave the toy""]",,2,2,0,why_head,,"[""a video frame showing the dog leave the toy after a while at the start""]",type_lexical_disagreement,,,
1,7416295940,why did the baby follow the man and scoop some sand after the man showed the baby how he filled the truck,CW,CAUSE,AFTER,CAUSE,1,clause_extracted,the baby follow the man and scoop some sand,,"[""original"", ""anchor_primary""]","[""why did the baby follow the man and scoop some sand after the man showed the baby how he filled the truck"", ""a video frame showing the baby follow the man and scoop some sand""]","[""why did the baby follow the man and scoop some sand after the man showed the baby how he filled the truck"", ""a video frame showing the baby follow the man and scoop some sand""]",,2,2,0,why_head,,"[""a video frame showing the baby follow the man and scoop some sand after the man showed the baby how he filled the truck""]",type_lexical_disagreement,,,
2,7453733046,why does the man in white bend down after reaching the pavement,CW,CAUSE,AFTER,CAUSE,1,clause_extracted,the man in white bend down,,"[""original"", ""anchor_primary""]","[""why does the man in white bend down after reaching the pavement"", ""a video frame showing the man in white bend down""]","[""why does the man in white bend down after reaching the pavement"", ""a video frame showing the man in white bend down""]",,2,2,0,why_head,,"[""a video frame showing the man in white bend down after reaching the pavement""]",type_lexical_disagreement,,,
3,8253302563,why did the boy steer the wheel after pressing the horn,CW,CAUSE,AFTER,CAUSE,1,clause_extracted,the boy steer the wheel,,"[""original"", ""anchor_primary""]","[""why did the boy steer the wheel after pressing the horn"", ""a video frame showing the boy steer the wheel""]","[""why did the boy steer the wheel after pressing the horn"", ""a video frame showing the boy steer the wheel""]",,2,2,0,why_head,,"[""a video frame showing the boy steer the wheel after pressing the horn""]",type_lexical_disagreement,,,
6,4244817395,why did the boy squat down after the lady pointed down,CW,CAUSE,AFTER,CAUSE,1,clause_extracted,the boy squat down,,"[""original"", ""anchor_primary""]","[""why did the boy squat down after the lady pointed down"", ""a video frame showing the boy squat down""]","[""why did the boy squat down after the lady pointed down"", ""a video frame showing the boy squat down""]",,2,2,0,why_head,,"[""a video frame showing the boy squat down after the lady pointed down""]",type_lexical_disagreement,,,
8,3477387686,how did the girl get the dog s attention after she clapped at the end of the video,CH,MANNER,AFTER,MANNER,1,clause_extracted,the girl get the dog s attention,,"[""original"", ""anchor_primary""]","[""how did the girl get the dog's attention after she clapped at the end of the video"", ""a video frame showing the girl get the dog's attention""]","[""how did the girl get the dog's attention after she clapped at the end of the video"", ""a video frame showing the girl get the dog's attention""]",,2,2,0,how_head,,"[""a video frame showing the girl get the dog's attention after she clapped at the end of the video""]",type_lexical_disagreement,,,
1,4189100053,why does the woman put out her hand when the boy tries to feed himself initially,CW,CAUSE,DURING,CAUSE,1,clause_extracted,the woman put out her hand,,"[""original"", ""anchor_primary""]","[""why does the woman put out her hand when the boy tries to feed himself initially"", ""a video frame showing the woman put out her hand""]","[""why does the woman put out her hand when the boy tries to feed himself initially"", ""a video frame showing the woman put out her hand""]",,2,2,0,why_head,,"[""a video frame showing the woman put out her hand when the boy tries to feed himself initially""]",type_lexical_disagreement,,,
4,3145698830,why did the man reach forward to the boy after he took the book,CW,CAUSE,AFTER,CAUSE,1,clause_extracted,the man reach forward to the boy,,"[""original"", ""anchor_primary""]","[""why did the man reach forward to the boy after he took the book"", ""a video frame showing the man reach forward to the boy""]","[""why did the man reach forward to the boy after he took the book"", ""a video frame showing the man reach forward to the boy""]",,2,2,0,why_head,,"[""a video frame showing the man reach forward to the boy after he took the book""]",type_lexical_disagreement,,,
5,3376544720,why did the lady in blue capture the scene with her camera when the man is riding the bull,CW,CAUSE,DURING,CAUSE,1,clause_extracted,the lady in blue capture the scene with her camera,,"[""original"", ""anchor_primary""]","[""why did the lady in blue capture the scene with her camera when the man is riding the bull"", ""a video frame showing the lady in blue capture the scene with her camera""]","[""why did the lady in blue capture the scene with her camera when the man is riding the bull"", ""a video frame showing the lady in blue capture the scene with her camera""]",,2,2,0,why_head,,"[""a video frame showing the lady in blue capture the scene with her camera when the man is riding the bull""]",type_lexical_disagreement,,,
3,2573424030,why did the dog stand on 2 legs after seeing the man give a treat to the baby,CW,CAUSE,AFTER,CAUSE,1,clause_extracted,the dog stand on 2 legs,,"[""original"", ""anchor_primary""]","[""why did the dog stand on 2 legs after seeing the man give a treat to the baby"", ""a video frame showing the dog stand on 2 legs""]","[""why did the dog stand on 2 legs after seeing the man give a treat to the baby"", ""a video frame showing the dog stand on 2 legs""]",,2,2,0,why_head,,"[""a video frame showing the dog stand on 2 legs after seeing the man give a treat to the baby""]",type_lexical_disagreement,,,
5,6516459343,why is the man in green holding onto the shoe as the man in white is cutting it,CW,CAUSE,DURING,CAUSE,1,clause_extracted,the man in green holding onto the shoe,,"[""original"", ""anchor_primary""]","[""why is the man in green holding onto the shoe as the man in white is cutting it"", ""a video frame showing the man in green holding onto the shoe""]","[""why is the man in green holding onto the shoe as the man in white is cutting it"", ""a video frame showing the man in green holding onto the shoe""]",,2,2,0,why_head,no_clause_pattern_matched,"[""a video frame showing why is the man in green holding onto the shoe as the man in white is cutting it"", ""why is the man in green holding onto the shoe as the man in white is cutting it""]",type_lexical_disagreement,,,
4,10607095936,why do the man in the vest and the man with a cape hi-five after they answer the lady s question,CW,CAUSE,AFTER,CAUSE,1,clause_extracted,the man in the vest and the man with a cape hi-five,,"[""original"", ""anchor_primary""]","[""why do the man in the vest and the man with a cape hi-five after they answer the lady's question"", ""a video frame showing the man in the vest and the man with a cape hi-five""]","[""why do the man in the vest and the man with a cape hi-five after they answer the lady's question"", ""a video frame showing the man in the vest and the man with a cape hi-five""]",,2,2,0,why_head,no_clause_pattern_matched,"[""a video frame showing why do the man in the vest and the man with a cape hi-five after they answer the lady's question"", ""why do the man in the vest and the man with a cape hi-five after they answer the lady's question""]",type_lexical_disagreement,,,
7,8531675050,why does the woman keep her hands in a specific position after going near the man,CW,CAUSE,AFTER,CAUSE,1,clause_extracted,the woman keep her hands in a specific position,,"[""original"", ""anchor_primary""]","[""why does the woman keep her hands in a specific position after going near the man"", ""a video frame showing the woman keep her hands in a specific position""]","[""why does the woman keep her hands in a specific position after going near the man"", ""a video frame showing the woman keep her hands in a specific position""]",,2,2,0,why_head,,"[""a video frame showing the woman keep her hands in a specific position after going near the man""]",type_lexical_disagreement,,,
1,3655906094,why did the man with sunglasses move his hand when talking to the man in blue hat,CW,CAUSE,DURING,CAUSE,1,clause_extracted,the man with sunglasses move his hand,,"[""original"", ""anchor_primary""]","[""why did the man with sunglasses move his hand when talking to the man in blue hat"", ""a video frame showing the man with sunglasses move his hand""]","[""why did the man with sunglasses move his hand when talking to the man in blue hat"", ""a video frame showing the man with sunglasses move his hand""]",,2,2,0,why_head,,"[""a video frame showing the man with sunglasses move his hand when talking to the man in blue hat""]",type_lexical_disagreement,,,
11,9531760182,what did the lady do after she put the bowl onto the table at the beginning of the table,TN,AFTER,AFTER,AFTER,0,clause_extracted,she put the bowl onto the table,the lady,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the lady do after she put the bowl onto the table at the beginning of the table"", ""a video frame showing she put the bowl onto the table"", ""a video frame showing the lady""]","[""what did the lady do after she put the bowl onto the table at the beginning of the table"", ""a video frame showing she put the bowl onto the table""]",,3,2,0,what_do,,"[""a video frame showing lady she put the bowl onto the table at the beginning of the table"", ""a video frame showing lady""]",explicit_subject_clause,,,
7,7786283208,why did the girl in white put her hands on the floor as she moves,CW,CAUSE,DURING,CAUSE,1,clause_extracted,the girl in white put her hands on the floor,,"[""original"", ""anchor_primary""]","[""why did the girl in white put her hands on the floor as she moves"", ""a video frame showing the girl in white put her hands on the floor""]","[""why did the girl in white put her hands on the floor as she moves"", ""a video frame showing the girl in white put her hands on the floor""]",,2,2,0,why_head,,"[""a video frame showing the girl in white put her hands on the floor as she moves""]",explicit_subject_clause,,,
2,8531675050,why does the lady in black and white crouch into the red tent after pointing to the crowd,CW,CAUSE,AFTER,CAUSE,1,clause_extracted,the lady in black and white crouch into the red tent,,"[""original"", ""anchor_primary""]","[""why does the lady in black and white crouch into the red tent after pointing to the crowd"", ""a video frame showing the lady in black and white crouch into the red tent""]","[""why does the lady in black and white crouch into the red tent after pointing to the crowd"", ""a video frame showing the lady in black and white crouch into the red tent""]",,2,2,0,why_head,,"[""a video frame showing the lady in black and white crouch into the red tent after pointing to the crowd""]",explicit_subject_clause,,,
4,5735711594,how did the big white dog respond when the smaller dogs approach it,TC,DURING,DURING,DURING,0,clause_extracted,the smaller dogs approach it,,"[""original"", ""anchor_primary""]","[""how did the big white dog respond when the smaller dogs approach it"", ""a video frame showing the smaller dogs approach it""]","[""how did the big white dog respond when the smaller dogs approach it"", ""a video frame showing the smaller dogs approach it""]",,2,2,0,how_head,,"[""a video frame showing the big white dog respond when the smaller dogs approach it""]",explicit_subject_clause,,,
6,4378803532,what did the boy in stripped do after he dropped the sparkles on the floor,TN,AFTER,AFTER,AFTER,0,clause_extracted,he dropped the sparkles on the floor,the boy in stripped,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the boy in stripped do after he dropped the sparkles on the floor"", ""a video frame showing he dropped the sparkles on the floor"", ""a video frame showing the boy in stripped""]","[""what did the boy in stripped do after he dropped the sparkles on the floor"", ""a video frame showing he dropped the sparkles on the floor""]",,3,2,0,what_do,,"[""a video frame showing boy in stripped he dropped the sparkles on the floor"", ""a video frame showing boy in stripped""]",explicit_subject_clause,,,
11,8107573462,why did the boy stay on the ground after falling down,CW,CAUSE,AFTER,CAUSE,1,clause_extracted,the boy stay on the ground,,"[""original"", ""anchor_primary""]","[""why did the boy stay on the ground after falling down"", ""a video frame showing the boy stay on the ground""]","[""why did the boy stay on the ground after falling down"", ""a video frame showing the boy stay on the ground""]",,2,2,0,why_head,,"[""a video frame showing the boy stay on the ground after falling down""]",explicit_subject_clause,,,
6,5064681723,what is the lady looking at when she stood at the road,TC,DURING,DURING,DURING,0,clause_extracted,she stood at the road,,"[""original"", ""anchor_primary""]","[""what is the lady looking at when she stood at the road"", ""a video frame showing she stood at the road""]","[""what is the lady looking at when she stood at the road"", ""a video frame showing she stood at the road""]",,2,2,0,what_head,no_clause_pattern_matched,"[""a video frame showing what is the lady looking at when she stood at the road"", ""what is the lady looking at when she stood at the road""]",explicit_subject_clause,,,
1,13919236672,why does the girl turn around after spinning for a while near the beginning,CW,CAUSE,AFTER,CAUSE,1,clause_extracted,the girl turn around,,"[""original"", ""anchor_primary""]","[""why does the girl turn around after spinning for a while near the beginning"", ""a video frame showing the girl turn around""]","[""why does the girl turn around after spinning for a while near the beginning"", ""a video frame showing the girl turn around""]",,2,2,0,why_head,,"[""a video frame showing the girl turn around after spinning for a while near the beginning""]",explicit_subject_clause,,,
9,6806999702,what did the dog do after the girl approached the adult and stood beside him,TN,AFTER,AFTER,AFTER,0,clause_extracted,the girl approached the adult and stood beside him,the dog,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the dog do after the girl approached the adult and stood beside him"", ""a video frame showing the girl approached the adult and stood beside him"", ""a video frame showing the dog""]","[""what did the dog do after the girl approached the adult and stood beside him"", ""a video frame showing the girl approached the adult and stood beside him""]",,3,2,0,what_do,,"[""a video frame showing dog the girl approached the adult and stood beside him"", ""a video frame showing dog""]",explicit_subject_clause,,,
5,3063380173,what did the kitten outside the container do after it stood up in the middle of the video,TN,AFTER,AFTER,AFTER,0,clause_extracted,it stood up,the kitten outside the container,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the kitten outside the container do after it stood up in the middle of the video"", ""a video frame showing it stood up"", ""a video frame showing the kitten outside the container""]","[""what did the kitten outside the container do after it stood up in the middle of the video"", ""a video frame showing it stood up""]",,3,2,0,what_do,,"[""a video frame showing kitten outside the container it stood up in the middle of the video"", ""a video frame showing kitten outside the container""]",explicit_subject_clause,,,
1,5256928210,what does the man do as the dog stood in front of him,TC,DURING,DURING,DURING,0,clause_extracted,the dog stood in front of him,the man,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the man do as the dog stood in front of him"", ""a video frame showing the dog stood in front of him"", ""a video frame showing the man""]","[""what does the man do as the dog stood in front of him"", ""a video frame showing the dog stood in front of him""]",,3,2,0,what_do,,"[""a video frame showing the dog stood in front of him"", ""a video frame showing man near the dog stood in front of him""]",explicit_subject_clause,,,
7,4378803532,what did the man do after the boy in stripped asked for an exchange of sparkles,TN,AFTER,AFTER,AFTER,0,clause_extracted,the boy in stripped asked for an exchange of sparkles,the man,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the man do after the boy in stripped asked for an exchange of sparkles"", ""a video frame showing the boy in stripped asked for an exchange of sparkles"", ""a video frame showing the man""]","[""what did the man do after the boy in stripped asked for an exchange of sparkles"", ""a video frame showing the boy in stripped asked for an exchange of sparkles""]",,3,2,0,what_do,,"[""a video frame showing man the boy in stripped asked for an exchange of sparkles"", ""a video frame showing man""]",explicit_subject_clause,,,
2,2957808913,what do the men on stage do when the man in black jacket is dancing the street,TC,DURING,DURING,DURING,0,clause_extracted,the man in black jacket is dancing the street,the men on stage,"[""original"", ""anchor_primary"", ""target_entity""]","[""what do the men on stage do when the man in black jacket is dancing the street"", ""a video frame showing the man in black jacket is dancing the street"", ""a video frame showing the men on stage""]","[""what do the men on stage do when the man in black jacket is dancing the street"", ""a video frame showing the man in black jacket is dancing the street""]",,3,2,0,what_do,no_clause_pattern_matched,"[""a video frame showing what do the men on stage do when the man in black jacket is dancing the street"", ""what do the men on stage do when the man in black jacket is dancing the street""]",explicit_subject_clause,,,
7,6143391925,what did the woman do after the baby kicked the ball at the end of the video,TN,AFTER,AFTER,AFTER,0,clause_extracted,the baby kicked the ball,the woman,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the woman do after the baby kicked the ball at the end of the video"", ""a video frame showing the baby kicked the ball"", ""a video frame showing the woman""]","[""what did the woman do after the baby kicked the ball at the end of the video"", ""a video frame showing the baby kicked the ball""]",,3,2,0,what_do,,"[""a video frame showing woman the baby kicked the ball at the end of the video"", ""a video frame showing woman""]",explicit_subject_clause,,,
4,8464056582,what does the dog do after the baby sits down at the start,TN,AFTER,AFTER,AFTER,0,clause_extracted,the baby sits down at the start,the dog,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the dog do after the baby sits down at the start"", ""a video frame showing the baby sits down at the start"", ""a video frame showing the dog""]","[""what does the dog do after the baby sits down at the start"", ""a video frame showing the baby sits down at the start""]",,3,2,0,what_do,,"[""a video frame showing dog the baby sits down at the start"", ""a video frame showing dog""]",explicit_subject_clause,,,
7,3063380173,how did the kitten inside the container react when the kitten outside did not come in at the middle of the video,TC,DURING,DURING,DURING,0,clause_extracted,the kitten outside did not come in,,"[""original"", ""anchor_primary""]","[""how did the kitten inside the container react when the kitten outside did not come in at the middle of the video"", ""a video frame showing the kitten outside did not come in""]","[""how did the kitten inside the container react when the kitten outside did not come in at the middle of the video"", ""a video frame showing the kitten outside did not come in""]",,2,2,0,how_head,,"[""a video frame showing the kitten inside the container react when the kitten outside did not come in at the middle of the video""]",explicit_subject_clause,,,
7,4955723618,why did the man in black with tied up hair turned backwards after he received the microphone,CW,CAUSE,AFTER,CAUSE,1,clause_extracted,the man in black with tied up hair turned backwards,,"[""original"", ""anchor_primary""]","[""why did the man in black with tied up hair turned backwards after he received the microphone"", ""a video frame showing the man in black with tied up hair turned backwards""]","[""why did the man in black with tied up hair turned backwards after he received the microphone"", ""a video frame showing the man in black with tied up hair turned backwards""]",,2,2,0,why_head,,"[""a video frame showing the man in black with tied up hair turned backwards after he received the microphone""]",explicit_subject_clause,,,
9,5833145209,why did the black bird bend over into the water when it is in the pot,CW,CAUSE,DURING,CAUSE,1,clause_extracted,the black bird bend over into the water,,"[""original"", ""anchor_primary""]","[""why did the black bird bend over into the water when it is in the pot"", ""a video frame showing the black bird bend over into the water""]","[""why did the black bird bend over into the water when it is in the pot"", ""a video frame showing the black bird bend over into the water""]",,2,2,0,why_head,,"[""a video frame showing the black bird bend over into the water when it is in the pot""]",explicit_subject_clause,,,
7,2782307049,how did the lady in black supported herself as she helped the lady in red at the end,CH,MANNER,DURING,MANNER,1,clause_extracted,the lady in black supported herself,,"[""original"", ""anchor_primary""]","[""how did the lady in black supported herself as she helped the lady in red at the end"", ""a video frame showing the lady in black supported herself""]","[""how did the lady in black supported herself as she helped the lady in red at the end"", ""a video frame showing the lady in black supported herself""]",,2,2,0,how_head,,"[""a video frame showing the lady in black supported herself as she helped the lady in red at the end""]",explicit_subject_clause,,,
4,3261079025,why did one of the man have to hold onto the plane before it took off,CW,CAUSE,BEFORE,CAUSE,1,clause_extracted,one of the man have to hold onto the plane,,"[""original"", ""anchor_primary""]","[""why did one of the man have to hold onto the plane before it took off"", ""a video frame showing one of the man have to hold onto the plane""]","[""why did one of the man have to hold onto the plane before it took off"", ""a video frame showing one of the man have to hold onto the plane""]",,2,2,0,why_head,,"[""a video frame showing one of the man have to hold onto the plane before it took off""]",explicit_subject_clause,,,
6,3171006258,what did the man do after he took off one of his skates,TN,AFTER,AFTER,AFTER,0,clause_extracted,he took off one of his skates,the man,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the man do after he took off one of his skates"", ""a video frame showing he took off one of his skates"", ""a video frame showing the man""]","[""what did the man do after he took off one of his skates"", ""a video frame showing he took off one of his skates""]",,3,2,0,what_do,,"[""a video frame showing man he took off one of his skates"", ""a video frame showing man""]",pronoun_clause,,,
5,7001078933,what did the man with white helmet do after he pushed the man with black helmet,TN,AFTER,AFTER,AFTER,0,clause_extracted,he pushed the man with black helmet,the man with white helmet,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the man with white helmet do after he pushed the man with black helmet"", ""a video frame showing he pushed the man with black helmet"", ""a video frame showing the man with white helmet""]","[""what did the man with white helmet do after he pushed the man with black helmet"", ""a video frame showing he pushed the man with black helmet""]",,3,2,0,what_do,,"[""a video frame showing man with white helmet he pushed the man with black helmet"", ""a video frame showing man with white helmet""]",pronoun_clause,,,
