qid,video,question,type_code,relation_from_type,relation_from_lexical,relation_final,relation_disagreement,extraction_status,anchor_clause,target_entity,query_roles,query_texts,seed_texts,fallback_reason,n_text_embeddings,n_seed_queries,subject_prepended,head_form,v2_fallback_reason,v2_texts
0,6762389913,why did the black dog lick the brown dog at the beginning of the video,CW,CAUSE,,CAUSE,0,head_event,the black dog lick the brown dog,,"[""original"", ""anchor_primary""]","[""why did the black dog lick the brown dog at the beginning of the video"", ""a video frame showing the black dog lick the brown dog""]","[""why did the black dog lick the brown dog at the beginning of the video"", ""a video frame showing the black dog lick the brown dog""]",,2,2,0,why_head,,"[""a video frame showing the black dog lick the brown dog at the beginning of the video""]"
7,5349969207,how does the black dog keep itself cool,CH,MANNER,,MANNER,0,head_event,the black dog keep itself cool,,"[""original"", ""anchor_primary""]","[""how does the black dog keep itself cool"", ""a video frame showing the black dog keep itself cool""]","[""how does the black dog keep itself cool"", ""a video frame showing the black dog keep itself cool""]",,2,2,0,how_head,,"[""a video frame showing the black dog keep itself cool""]"
6,9612838272,what does the girl do after climbing up,TN,AFTER,AFTER,AFTER,0,clause_extracted,the girl climbing up,the girl,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the girl do after climbing up"", ""a video frame showing the girl climbing up"", ""a video frame showing the girl""]","[""what does the girl do after climbing up"", ""a video frame showing the girl climbing up""]",,3,2,1,what_do,,"[""a video frame showing girl climbing up"", ""a video frame showing girl""]"
8,3814690167,how did the baby react when the lady did not respond to his approaching,TC,DURING,DURING,DURING,0,clause_extracted,the lady did not respond to his approaching,,"[""original"", ""anchor_primary""]","[""how did the baby react when the lady did not respond to his approaching"", ""a video frame showing the lady did not respond to his approaching""]","[""how did the baby react when the lady did not respond to his approaching"", ""a video frame showing the lady did not respond to his approaching""]",,2,2,0,how_head,,"[""a video frame showing the baby react when the lady did not respond to his approaching""]"
8,4249756405,how did the lady react to the man,CH,MANNER,,MANNER,0,head_event,the lady react to the man,,"[""original"", ""anchor_primary""]","[""how did the lady react to the man"", ""a video frame showing the lady react to the man""]","[""how did the lady react to the man"", ""a video frame showing the lady react to the man""]",,2,2,0,how_head,,"[""a video frame showing the lady react to the man""]"
6,5858985747,what does the baby in yellow do after walking close to the sofa at the end,TN,AFTER,AFTER,AFTER,0,clause_extracted,the baby in yellow walking close to the sofa,the baby in yellow,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the baby in yellow do after walking close to the sofa at the end"", ""a video frame showing the baby in yellow walking close to the sofa"", ""a video frame showing the baby in yellow""]","[""what does the baby in yellow do after walking close to the sofa at the end"", ""a video frame showing the baby in yellow walking close to the sofa""]",,3,2,1,what_do,,"[""a video frame showing baby in yellow walking close to the sofa at the end"", ""a video frame showing baby in yellow""]"
3,3830567237,why does the man in blue look down while walking in the middle,CW,CAUSE,DURING,CAUSE,1,clause_extracted,the man in blue look down,,"[""original"", ""anchor_primary""]","[""why does the man in blue look down while walking in the middle"", ""a video frame showing the man in blue look down""]","[""why does the man in blue look down while walking in the middle"", ""a video frame showing the man in blue look down""]",,2,2,0,why_head,,"[""a video frame showing the man in blue look down while walking in the middle""]"
7,11966080214,why did the girl move nearer to the wall at the beginning of the video,CW,CAUSE,,CAUSE,0,head_event,the girl move nearer to the wall,,"[""original"", ""anchor_primary""]","[""why did the girl move nearer to the wall at the beginning of the video"", ""a video frame showing the girl move nearer to the wall""]","[""why did the girl move nearer to the wall at the beginning of the video"", ""a video frame showing the girl move nearer to the wall""]",,2,2,0,why_head,,"[""a video frame showing the girl move nearer to the wall at the beginning of the video""]"
7,3063380173,how did the kitten inside the container react when the kitten outside did not come in at the middle of the video,TC,DURING,DURING,DURING,0,clause_extracted,the kitten outside did not come in,,"[""original"", ""anchor_primary""]","[""how did the kitten inside the container react when the kitten outside did not come in at the middle of the video"", ""a video frame showing the kitten outside did not come in""]","[""how did the kitten inside the container react when the kitten outside did not come in at the middle of the video"", ""a video frame showing the kitten outside did not come in""]",,2,2,0,how_head,,"[""a video frame showing the kitten inside the container react when the kitten outside did not come in at the middle of the video""]"
0,6896884547,why is the baby holding onto the ball,CW,CAUSE,,CAUSE,0,head_event,the baby holding onto the ball,,"[""original"", ""anchor_primary""]","[""why is the baby holding onto the ball"", ""a video frame showing the baby holding onto the ball""]","[""why is the baby holding onto the ball"", ""a video frame showing the baby holding onto the ball""]",,2,2,0,why_head,no_clause_pattern_matched,"[""a video frame showing why is the baby holding onto the ball"", ""why is the baby holding onto the ball""]"
10,4707679105,what did the boy do after he pointed at the book at the end of the video,TN,AFTER,AFTER,AFTER,0,clause_extracted,he pointed at the book,the boy,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the boy do after he pointed at the book at the end of the video"", ""a video frame showing he pointed at the book"", ""a video frame showing the boy""]","[""what did the boy do after he pointed at the book at the end of the video"", ""a video frame showing he pointed at the book""]",,3,2,0,what_do,,"[""a video frame showing boy he pointed at the book at the end of the video"", ""a video frame showing boy""]"
1,3429509208,why is the boy touching the vacuum cleaner,CW,CAUSE,,CAUSE,0,head_event,the boy touching the vacuum cleaner,,"[""original"", ""anchor_primary""]","[""why is the boy touching the vacuum cleaner"", ""a video frame showing the boy touching the vacuum cleaner""]","[""why is the boy touching the vacuum cleaner"", ""a video frame showing the boy touching the vacuum cleaner""]",,2,2,0,why_head,no_clause_pattern_matched,"[""a video frame showing why is the boy touching the vacuum cleaner"", ""why is the boy touching the vacuum cleaner""]"
6,5521781780,what does the man in white do while sitting under the umbrella,TC,DURING,DURING,DURING,0,clause_extracted,the man in white sitting under the umbrella,the man in white,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the man in white do while sitting under the umbrella"", ""a video frame showing the man in white sitting under the umbrella"", ""a video frame showing the man in white""]","[""what does the man in white do while sitting under the umbrella"", ""a video frame showing the man in white sitting under the umbrella""]",,3,2,1,what_do,,"[""a video frame showing sitting under the umbrella"", ""a video frame showing man in white near sitting under the umbrella""]"
4,4970148391,what does the boy do when the balloon approaches,TC,DURING,DURING,DURING,0,clause_extracted,the balloon approaches,the boy,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the boy do when the balloon approaches"", ""a video frame showing the balloon approaches"", ""a video frame showing the boy""]","[""what does the boy do when the balloon approaches"", ""a video frame showing the balloon approaches""]",,3,2,0,what_do,,"[""a video frame showing the balloon approaches"", ""a video frame showing boy near the balloon approaches""]"
6,6727904179,what did the boy do after he reached the end of the window,TN,AFTER,AFTER,AFTER,0,clause_extracted,he reached the end of the window,the boy,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the boy do after he reached the end of the window"", ""a video frame showing he reached the end of the window"", ""a video frame showing the boy""]","[""what did the boy do after he reached the end of the window"", ""a video frame showing he reached the end of the window""]",,3,2,0,what_do,,"[""a video frame showing boy he reached the end of the window"", ""a video frame showing boy""]"
0,4419096437,why did the cat open its eyes the first time,CW,CAUSE,,CAUSE,0,head_event,the cat open its eyes the first time,,"[""original"", ""anchor_primary""]","[""why did the cat open its eyes the first time"", ""a video frame showing the cat open its eyes the first time""]","[""why did the cat open its eyes the first time"", ""a video frame showing the cat open its eyes the first time""]",,2,2,0,why_head,,"[""a video frame showing the cat open its eyes the first time""]"
7,9217939684,what happens to the baby when he approaches the woman in pink,TC,DURING,DURING,DURING,0,clause_extracted,he approaches the woman in pink,the baby,"[""original"", ""anchor_primary"", ""target_entity""]","[""what happens to the baby when he approaches the woman in pink"", ""a video frame showing he approaches the woman in pink"", ""a video frame showing the baby""]","[""what happens to the baby when he approaches the woman in pink"", ""a video frame showing he approaches the woman in pink""]",,3,2,0,what_happened,no_clause_pattern_matched,"[""a video frame showing what happens to the baby when he approaches the woman in pink"", ""what happens to the baby when he approaches the woman in pink""]"
6,7987845241,how does the woman in white respond once the woman at the back presses the bandage down,TC,DURING,,DURING,0,head_event,the woman in white respond once the woman at the back presses the bandage down,,"[""original"", ""anchor_primary""]","[""how does the woman in white respond once the woman at the back presses the bandage down"", ""a video frame showing the woman in white respond once the woman at the back presses the bandage down""]","[""how does the woman in white respond once the woman at the back presses the bandage down"", ""a video frame showing the woman in white respond once the woman at the back presses the bandage down""]",,2,2,0,how_head,,"[""a video frame showing the woman in white respond once the woman at the back presses the bandage down""]"
4,2735019707,why are the different sizes of drums placed together,CW,CAUSE,,CAUSE,0,head_event,the different sizes of drums placed together,,"[""original"", ""anchor_primary""]","[""why are the different sizes of drums placed together"", ""a video frame showing the different sizes of drums placed together""]","[""why are the different sizes of drums placed together"", ""a video frame showing the different sizes of drums placed together""]",,2,2,0,why_head,no_clause_pattern_matched,"[""a video frame showing why are the different sizes of drums placed together"", ""why are the different sizes of drums placed together""]"
0,8604794910,what did the children do each time after they swing the racquet,TN,AFTER,AFTER,AFTER,0,clause_extracted,they swing the racquet,,"[""original"", ""anchor_primary""]","[""what did the children do each time after they swing the racquet"", ""a video frame showing they swing the racquet""]","[""what did the children do each time after they swing the racquet"", ""a video frame showing they swing the racquet""]",,2,2,0,what_head,no_clause_pattern_matched,"[""a video frame showing the children do each time after they swing the racquet"", ""what did the children do each time after they swing the racquet""]"
3,3524939594,why did the man pushing the cart accelerate and stop the cart suddenly,CW,CAUSE,,CAUSE,0,head_event,the man pushing the cart accelerate and stop the cart suddenly,,"[""original"", ""anchor_primary""]","[""why did the man pushing the cart accelerate and stop the cart suddenly"", ""a video frame showing the man pushing the cart accelerate and stop the cart suddenly""]","[""why did the man pushing the cart accelerate and stop the cart suddenly"", ""a video frame showing the man pushing the cart accelerate and stop the cart suddenly""]",,2,2,0,why_head,,"[""a video frame showing the man pushing the cart accelerate and stop the cart suddenly""]"
4,5504913999,how did the man pushed himself to move,CH,MANNER,,MANNER,0,head_event,the man pushed himself to move,,"[""original"", ""anchor_primary""]","[""how did the man pushed himself to move"", ""a video frame showing the man pushed himself to move""]","[""how did the man pushed himself to move"", ""a video frame showing the man pushed himself to move""]",,2,2,0,how_head,,"[""a video frame showing the man pushed himself to move""]"
7,10082798964,what does the mother do next after raising her right hand,TN,AFTER,AFTER,AFTER,0,clause_extracted,raising her right hand,,"[""original"", ""anchor_primary""]","[""what does the mother do next after raising her right hand"", ""a video frame showing raising her right hand""]","[""what does the mother do next after raising her right hand"", ""a video frame showing raising her right hand""]",,2,2,0,what_head,no_clause_pattern_matched,"[""a video frame showing the mother do next after raising her right hand"", ""what does the mother do next after raising her right hand""]"
5,2782658657,what did the girl in pink do after she reached the stairs,TN,AFTER,AFTER,AFTER,0,clause_extracted,she reached the stairs,the girl in pink,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the girl in pink do after she reached the stairs"", ""a video frame showing she reached the stairs"", ""a video frame showing the girl in pink""]","[""what did the girl in pink do after she reached the stairs"", ""a video frame showing she reached the stairs""]",,3,2,0,what_do,,"[""a video frame showing girl in pink she reached the stairs"", ""a video frame showing girl in pink""]"
7,4127497265,what did the baby doing after shaking his arms,TN,AFTER,AFTER,AFTER,0,clause_extracted,shaking his arms,,"[""original"", ""anchor_primary""]","[""what did the baby doing after shaking his arms"", ""a video frame showing shaking his arms""]","[""what did the baby doing after shaking his arms"", ""a video frame showing shaking his arms""]",,2,2,0,what_head,no_clause_pattern_matched,"[""a video frame showing the baby doing after shaking his arms"", ""what did the baby doing after shaking his arms""]"
3,8428551576,why does the baby hold the ipod at the start of the video,CW,CAUSE,,CAUSE,0,head_event,the baby hold the ipod at the start of the video,,"[""original"", ""anchor_primary""]","[""why does the baby hold the ipod at the start of the video"", ""a video frame showing the baby hold the ipod at the start of the video""]","[""why does the baby hold the ipod at the start of the video"", ""a video frame showing the baby hold the ipod at the start of the video""]",,2,2,0,why_head,,"[""a video frame showing the baby hold the ipod at the start of the video""]"
2,8493226484,why did the woman put her hand on the back of the boy s head,CW,CAUSE,,CAUSE,0,head_event,the woman put her hand on the back of the boy s head,,"[""original"", ""anchor_primary""]","[""why did the woman put her hand on the back of the boy's head"", ""a video frame showing the woman put her hand on the back of the boy's head""]","[""why did the woman put her hand on the back of the boy's head"", ""a video frame showing the woman put her hand on the back of the boy's head""]",,2,2,0,why_head,,"[""a video frame showing the woman put her hand on the back of the boy's head""]"
3,4103088549,why does the man start swimming furiously in the beginning,CW,CAUSE,,CAUSE,0,head_event,the man start swimming furiously,,"[""original"", ""anchor_primary""]","[""why does the man start swimming furiously in the beginning"", ""a video frame showing the man start swimming furiously""]","[""why does the man start swimming furiously in the beginning"", ""a video frame showing the man start swimming furiously""]",,2,2,0,why_head,,"[""a video frame showing the man start swimming furiously in the beginning""]"
0,5549243726,why did the girl clap her hands at the beginning,CW,CAUSE,,CAUSE,0,head_event,the girl clap her hands,,"[""original"", ""anchor_primary""]","[""why did the girl clap her hands at the beginning"", ""a video frame showing the girl clap her hands""]","[""why did the girl clap her hands at the beginning"", ""a video frame showing the girl clap her hands""]",,2,2,0,why_head,,"[""a video frame showing the girl clap her hands at the beginning""]"
4,4942054721,what were the goats doing that were zoomed in by the video doing,TC,DURING,,DURING,0,entity_only,,the goats doing that were zoomed in by the video,"[""original"", ""target_entity""]","[""what were the goats doing that were zoomed in by the video doing"", ""a video frame showing the goats doing that were zoomed in by the video""]","[""what were the goats doing that were zoomed in by the video doing""]",,2,1,0,what_doing,no_clause_pattern_matched,"[""a video frame showing what were the goats doing that were zoomed in by the video doing"", ""what were the goats doing that were zoomed in by the video doing""]"
5,3303565503,why does the man suddenly move his hand to her waist and let out a breath of air,CW,CAUSE,,CAUSE,0,head_event,the man suddenly move his hand to her waist and let out a breath of air,,"[""original"", ""anchor_primary""]","[""why does the man suddenly move his hand to her waist and let out a breath of air"", ""a video frame showing the man suddenly move his hand to her waist and let out a breath of air""]","[""why does the man suddenly move his hand to her waist and let out a breath of air"", ""a video frame showing the man suddenly move his hand to her waist and let out a breath of air""]",,2,2,0,why_head,,"[""a video frame showing the man suddenly move his hand to her waist and let out a breath of air""]"
2,2697261300,why was the lady in grey having her arms stretched out in the middle,CW,CAUSE,,CAUSE,0,head_event,the lady in grey having her arms stretched out,,"[""original"", ""anchor_primary""]","[""why was the lady in grey having her arms stretched out in the middle"", ""a video frame showing the lady in grey having her arms stretched out""]","[""why was the lady in grey having her arms stretched out in the middle"", ""a video frame showing the lady in grey having her arms stretched out""]",,2,2,0,why_head,no_clause_pattern_matched,"[""a video frame showing why was the lady in grey having her arms stretched out in the middle"", ""why was the lady in grey having her arms stretched out in the middle""]"
1,8387356484,what did the baby put into his mouth at the beginning of the video,TC,DURING,,DURING,0,head_event,the baby put into his mouth,,"[""original"", ""anchor_primary""]","[""what did the baby put into his mouth at the beginning of the video"", ""a video frame showing the baby put into his mouth""]","[""what did the baby put into his mouth at the beginning of the video"", ""a video frame showing the baby put into his mouth""]",,2,2,0,what_head,no_clause_pattern_matched,"[""a video frame showing the baby put into his mouth at the beginning of the video"", ""what did the baby put into his mouth at the beginning of the video""]"
3,4138579400,how did the boy test the strength of the marshmello bridge in supporting the weights in the cup,CH,MANNER,,MANNER,0,head_event,the boy test the strength of the marshmello bridge in supporting the weights in the cup,,"[""original"", ""anchor_primary""]","[""how did the boy test the strength of the marshmello bridge in supporting the weights in the cup"", ""a video frame showing the boy test the strength of the marshmello bridge in supporting the weights in the cup""]","[""how did the boy test the strength of the marshmello bridge in supporting the weights in the cup"", ""a video frame showing the boy test the strength of the marshmello bridge in supporting the weights in the cup""]",,2,2,0,how_head,,"[""a video frame showing the boy test the strength of the marshmello bridge in supporting the weights in the cup""]"
4,5940941487,what does the lady do after looking at the girl near the end of the video,TN,AFTER,AFTER,AFTER,0,clause_extracted,the lady looking at the girl near the end of the video,the lady,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the lady do after looking at the girl near the end of the video"", ""a video frame showing the lady looking at the girl near the end of the video"", ""a video frame showing the lady""]","[""what does the lady do after looking at the girl near the end of the video"", ""a video frame showing the lady looking at the girl near the end of the video""]",,3,2,1,what_do,,"[""a video frame showing lady looking at the girl near the end of the video"", ""a video frame showing lady""]"
6,4092992100,how does the guy in red move his bicycle up at the start,CH,MANNER,,MANNER,0,head_event,the guy in red move his bicycle up at the start,,"[""original"", ""anchor_primary""]","[""how does the guy in red move his bicycle up at the start"", ""a video frame showing the guy in red move his bicycle up at the start""]","[""how does the guy in red move his bicycle up at the start"", ""a video frame showing the guy in red move his bicycle up at the start""]",,2,2,0,how_head,,"[""a video frame showing the guy in red move his bicycle up at the start""]"
2,4420239986,why did the cat stand up halfway when the dog started biting her,CW,CAUSE,DURING,CAUSE,1,clause_extracted,the cat stand up halfway,,"[""original"", ""anchor_primary""]","[""why did the cat stand up halfway when the dog started biting her"", ""a video frame showing the cat stand up halfway""]","[""why did the cat stand up halfway when the dog started biting her"", ""a video frame showing the cat stand up halfway""]",,2,2,0,why_head,,"[""a video frame showing the cat stand up halfway when the dog started biting her""]"
3,6037747123,what are the people on the grass doing,TC,DURING,,DURING,0,entity_only,,the people on the grass,"[""original"", ""target_entity""]","[""what are the people on the grass doing"", ""a video frame showing the people on the grass""]","[""what are the people on the grass doing""]",,2,1,0,what_doing,no_clause_pattern_matched,"[""a video frame showing what are the people on the grass doing"", ""what are the people on the grass doing""]"
3,11244289523,why did the lady in black hold the tissue in front of the baby s mouth,CW,CAUSE,,CAUSE,0,head_event,the lady in black hold the tissue in front of the baby s mouth,,"[""original"", ""anchor_primary""]","[""why did the lady in black hold the tissue in front of the baby's mouth"", ""a video frame showing the lady in black hold the tissue in front of the baby's mouth""]","[""why did the lady in black hold the tissue in front of the baby's mouth"", ""a video frame showing the lady in black hold the tissue in front of the baby's mouth""]",,2,2,0,why_head,,"[""a video frame showing the lady in black hold the tissue in front of the baby's mouth""]"
5,5133787349,how does the man at the side react when the man in white and man in black in the centre at the start,TC,DURING,DURING,DURING,0,clause_extracted,the man in white and man in black in the centre at the start,,"[""original"", ""anchor_primary""]","[""how does the man at the side react when the man in white and man in black in the centre at the start"", ""a video frame showing the man in white and man in black in the centre at the start""]","[""how does the man at the side react when the man in white and man in black in the centre at the start"", ""a video frame showing the man in white and man in black in the centre at the start""]",,2,2,0,how_head,,"[""a video frame showing the man at the side react when the man in white and man in black in the centre at the start""]"
4,7331927796,why does the white dog reach up towards the boy s face near the end,CW,CAUSE,,CAUSE,0,head_event,the white dog reach up towards the boy s face near the end,,"[""original"", ""anchor_primary""]","[""why does the white dog reach up towards the boy's face near the end"", ""a video frame showing the white dog reach up towards the boy's face near the end""]","[""why does the white dog reach up towards the boy's face near the end"", ""a video frame showing the white dog reach up towards the boy's face near the end""]",,2,2,0,why_head,,"[""a video frame showing the white dog reach up towards the boy's face near the end""]"
5,5913180144,how are the people positioned on the stage,TC,DURING,,DURING,0,head_event,the people positioned on the stage,,"[""original"", ""anchor_primary""]","[""how are the people positioned on the stage"", ""a video frame showing the people positioned on the stage""]","[""how are the people positioned on the stage"", ""a video frame showing the people positioned on the stage""]",,2,2,0,how_head,no_clause_pattern_matched,"[""a video frame showing how are the people positioned on the stage"", ""how are the people positioned on the stage""]"
8,4584426085,what was the puppy doing before the lady put the red shirt over its body,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,the lady put the red shirt over its body,the puppy,"[""original"", ""anchor_primary"", ""target_entity""]","[""what was the puppy doing before the lady put the red shirt over its body"", ""a video frame showing the lady put the red shirt over its body"", ""a video frame showing the puppy""]","[""what was the puppy doing before the lady put the red shirt over its body"", ""a video frame showing the lady put the red shirt over its body""]",,3,2,0,what_doing,no_clause_pattern_matched,"[""a video frame showing what was the puppy doing before the lady put the red shirt over its body"", ""what was the puppy doing before the lady put the red shirt over its body""]"
1,8811725760,how did the lady help the girl get onto the slide,CH,MANNER,,MANNER,0,head_event,the lady help the girl get onto the slide,,"[""original"", ""anchor_primary""]","[""how did the lady help the girl get onto the slide"", ""a video frame showing the lady help the girl get onto the slide""]","[""how did the lady help the girl get onto the slide"", ""a video frame showing the lady help the girl get onto the slide""]",,2,2,0,how_head,,"[""a video frame showing the lady help the girl get onto the slide""]"
4,2877270840,why is the man swirling his wine glass,CW,CAUSE,,CAUSE,0,head_event,the man swirling his wine glass,,"[""original"", ""anchor_primary""]","[""why is the man swirling his wine glass"", ""a video frame showing the man swirling his wine glass""]","[""why is the man swirling his wine glass"", ""a video frame showing the man swirling his wine glass""]",,2,2,0,why_head,no_clause_pattern_matched,"[""a video frame showing why is the man swirling his wine glass"", ""why is the man swirling his wine glass""]"
0,6988748711,why did the blue shirt woman step on the cloth of the mud at the start,CW,CAUSE,,CAUSE,0,head_event,the blue shirt woman step on the cloth of the mud at the start,,"[""original"", ""anchor_primary""]","[""why did the blue shirt woman step on the cloth of the mud at the start"", ""a video frame showing the blue shirt woman step on the cloth of the mud at the start""]","[""why did the blue shirt woman step on the cloth of the mud at the start"", ""a video frame showing the blue shirt woman step on the cloth of the mud at the start""]",,2,2,0,why_head,,"[""a video frame showing the blue shirt woman step on the cloth of the mud at the start""]"
1,5662041273,why did the boy move off the sofa,CW,CAUSE,,CAUSE,0,head_event,the boy move off the sofa,,"[""original"", ""anchor_primary""]","[""why did the boy move off the sofa"", ""a video frame showing the boy move off the sofa""]","[""why did the boy move off the sofa"", ""a video frame showing the boy move off the sofa""]",,2,2,0,why_head,,"[""a video frame showing the boy move off the sofa""]"
2,2454242177,how did the baby play with the toy car,CH,MANNER,,MANNER,0,head_event,the baby play with the toy car,,"[""original"", ""anchor_primary""]","[""how did the baby play with the toy car"", ""a video frame showing the baby play with the toy car""]","[""how did the baby play with the toy car"", ""a video frame showing the baby play with the toy car""]",,2,2,0,how_head,,"[""a video frame showing the baby play with the toy car""]"
6,6297019062,what is the baby in purple chair doing as he sat on it,TC,DURING,DURING,DURING,0,clause_extracted,he sat on it,the baby in purple chair,"[""original"", ""anchor_primary"", ""target_entity""]","[""what is the baby in purple chair doing as he sat on it"", ""a video frame showing he sat on it"", ""a video frame showing the baby in purple chair""]","[""what is the baby in purple chair doing as he sat on it"", ""a video frame showing he sat on it""]",,3,2,0,what_doing,no_clause_pattern_matched,"[""a video frame showing what is the baby in purple chair doing as he sat on it"", ""what is the baby in purple chair doing as he sat on it""]"
7,8428551576,how does the baby listen to the ipod,CH,MANNER,,MANNER,0,head_event,the baby listen to the ipod,,"[""original"", ""anchor_primary""]","[""how does the baby listen to the ipod"", ""a video frame showing the baby listen to the ipod""]","[""how does the baby listen to the ipod"", ""a video frame showing the baby listen to the ipod""]",,2,2,0,how_head,,"[""a video frame showing the baby listen to the ipod""]"
2,4949582792,why was the girl stretching her arms out to the pram after she rocked the pram,CW,CAUSE,AFTER,CAUSE,1,clause_extracted,the girl stretching her arms out to the pram,,"[""original"", ""anchor_primary""]","[""why was the girl stretching her arms out to the pram after she rocked the pram"", ""a video frame showing the girl stretching her arms out to the pram""]","[""why was the girl stretching her arms out to the pram after she rocked the pram"", ""a video frame showing the girl stretching her arms out to the pram""]",,2,2,0,why_head,no_clause_pattern_matched,"[""a video frame showing why was the girl stretching her arms out to the pram after she rocked the pram"", ""why was the girl stretching her arms out to the pram after she rocked the pram""]"
0,3261079025,why is the man wearing cap holding a controller in his hand,CW,CAUSE,,CAUSE,0,head_event,the man wearing cap holding a controller in his hand,,"[""original"", ""anchor_primary""]","[""why is the man wearing cap holding a controller in his hand"", ""a video frame showing the man wearing cap holding a controller in his hand""]","[""why is the man wearing cap holding a controller in his hand"", ""a video frame showing the man wearing cap holding a controller in his hand""]",,2,2,0,why_head,no_clause_pattern_matched,"[""a video frame showing why is the man wearing cap holding a controller in his hand"", ""why is the man wearing cap holding a controller in his hand""]"
2,6097994550,why did the person lying down sit up towards the man on top of him at the start,CW,CAUSE,,CAUSE,0,head_event,the person lying down sit up towards the man on top of him at the start,,"[""original"", ""anchor_primary""]","[""why did the person lying down sit up towards the man on top of him at the start"", ""a video frame showing the person lying down sit up towards the man on top of him at the start""]","[""why did the person lying down sit up towards the man on top of him at the start"", ""a video frame showing the person lying down sit up towards the man on top of him at the start""]",,2,2,0,why_head,,"[""a video frame showing the person lying down sit up towards the man on top of him at the start""]"
6,8107573462,why did the boy fall,CW,CAUSE,,CAUSE,0,head_event,the boy fall,,"[""original"", ""anchor_primary""]","[""why did the boy fall"", ""a video frame showing the boy fall""]","[""why did the boy fall"", ""a video frame showing the boy fall""]",,2,2,0,why_head,,"[""a video frame showing the boy fall""]"
2,8388104887,what did the dog do after the person threw the ball,TN,AFTER,AFTER,AFTER,0,clause_extracted,the person threw the ball,the dog,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the dog do after the person threw the ball"", ""a video frame showing the person threw the ball"", ""a video frame showing the dog""]","[""what did the dog do after the person threw the ball"", ""a video frame showing the person threw the ball""]",,3,2,0,what_do,,"[""a video frame showing dog the person threw the ball"", ""a video frame showing dog""]"
7,6168716346,what does the boy with blue shirt do after looking away for a while at the start,TN,AFTER,AFTER,AFTER,0,clause_extracted,the boy with blue shirt looking away for a while at the start,the boy with blue shirt,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the boy with blue shirt do after looking away for a while at the start"", ""a video frame showing the boy with blue shirt looking away for a while at the start"", ""a video frame showing the boy with blue shirt""]","[""what does the boy with blue shirt do after looking away for a while at the start"", ""a video frame showing the boy with blue shirt looking away for a while at the start""]",,3,2,1,what_do,,"[""a video frame showing boy with blue shirt looking away for a while at the start"", ""a video frame showing boy with blue shirt""]"
5,8107573462,why did the man let go of the boy s hand while he ski down the slope,CW,CAUSE,DURING,CAUSE,1,clause_extracted,the man let go of the boy s hand,,"[""original"", ""anchor_primary""]","[""why did the man let go of the boy's hand while he ski down the slope"", ""a video frame showing the man let go of the boy's hand""]","[""why did the man let go of the boy's hand while he ski down the slope"", ""a video frame showing the man let go of the boy's hand""]",,2,2,0,why_head,,"[""a video frame showing the man let go of the boy's hand while he ski down the slope""]"
1,8330342965,why does the girl have a paper airplane in her hand,CW,CAUSE,,CAUSE,0,head_event,the girl have a paper airplane in her hand,,"[""original"", ""anchor_primary""]","[""why does the girl have a paper airplane in her hand"", ""a video frame showing the girl have a paper airplane in her hand""]","[""why does the girl have a paper airplane in her hand"", ""a video frame showing the girl have a paper airplane in her hand""]",,2,2,0,why_head,,"[""a video frame showing the girl have a paper airplane in her hand""]"
9,4272084125,why is the man smiling into the camera at the end of the video,CW,CAUSE,,CAUSE,0,head_event,the man smiling into the camera,,"[""original"", ""anchor_primary""]","[""why is the man smiling into the camera at the end of the video"", ""a video frame showing the man smiling into the camera""]","[""why is the man smiling into the camera at the end of the video"", ""a video frame showing the man smiling into the camera""]",,2,2,0,why_head,no_clause_pattern_matched,"[""a video frame showing why is the man smiling into the camera at the end of the video"", ""why is the man smiling into the camera at the end of the video""]"
10,6143391925,how did the baby play with the ball,CH,MANNER,,MANNER,0,head_event,the baby play with the ball,,"[""original"", ""anchor_primary""]","[""how did the baby play with the ball"", ""a video frame showing the baby play with the ball""]","[""how did the baby play with the ball"", ""a video frame showing the baby play with the ball""]",,2,2,0,how_head,,"[""a video frame showing the baby play with the ball""]"
3,7453733046,what did the girl in blue do after pulling the girl in pink away,TN,AFTER,AFTER,AFTER,0,clause_extracted,the girl in blue pulling the girl in pink away,the girl in blue,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the girl in blue do after pulling the girl in pink away"", ""a video frame showing the girl in blue pulling the girl in pink away"", ""a video frame showing the girl in blue""]","[""what did the girl in blue do after pulling the girl in pink away"", ""a video frame showing the girl in blue pulling the girl in pink away""]",,3,2,1,what_do,,"[""a video frame showing girl in blue pulling the girl in pink away"", ""a video frame showing girl in blue""]"
